id,title_romaji,title_english,episodes,duration,genres
121202,Jingju Mao: Jiaotashidi Part 2,,44,12,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
121215,Dahua: Shaonian You,Big Talk Youth Tour,16,18,"['Adventure', 'Fantasy']"
121216,Peng Ran Xindong,,,,"['Comedy', 'Romance']"
121218,Chuanyue Huoxian: Youling Jihua,,13,22,['Action']
121221,Nüsheng Sushe Richang 2,,7,17,"['Comedy', 'Slice of Life']"
121223,Nüsheng Sushe Richang 3,,6,12,"['Comedy', 'Slice of Life']"
121224,Nüsheng Sushe Richang Extras,,2,10,"['Comedy', 'Slice of Life']"
121225,Chuizhi Shijie: Dizhonghai Mei Shaonian,,12,4,"['Comedy', 'Fantasy']"
121231,Yuki no Furu Machi,,1,4,['Romance']
121232,Wangzhe Wai Chuan,,12,8,['Comedy']
121233,Wangzhe Wai Chuan 2,,9,10,['Comedy']
121234,MILABO,MILABO,1,4,[]
121235,Tianxin Gege,Ori-Princess,52,22,['Comedy']
121236,TOKYO-STATION,TOKYO-STATION,1,4,[]
121237,Tianxin Gege 2,,52,22,['Comedy']
121247,Sitareul Wihayeo,For the Sake of Sita,,,"['Drama', 'Fantasy', 'Romance']"
121293,Tianxin Gege 3,,26,24,['Comedy']
121295,Tianxin Gege 4,,26,23,['Comedy']
121296,Qin Shi Mingyue: Yi Zhe Rushi,,1,16,['Drama']
121297,Qin Shi Mingyue: Guoqing Special,,1,9,"['Action', 'Comedy']"
121299,Qin Shi Mingyue Special: Dizi Jiang Xi,,1,15,['Romance']
121300,Qin Shi Mingyue: Luo Shengtang Xia,,1,18,"['Action', 'Fantasy']"
121301,Nezha Chuanqi - Long Yu Dixiatie,,1,110,[]
121384,Zhandou Wang: Jufeng Zhan Hun 5,,26,23,['Action']
121388,Zhandou Wang: Jufeng Zhan Hun 5 - Heit Fan Wai Pian,,10,13,['Action']
121392,Xiao Cangshu Didi de  Chibo Richang,,,1,['Comedy']
121430,Kuma no Kojima,The small island of bear,1,3,['Fantasy']
121431,Yurayura Ki,yurayura ki,1,3,['Psychological']
121432,Flower Goddes,Flower goddess,1,7,['Fantasy']
121433,Chain Chronicle: Kuro-Nikuru Girls,,3,3,['Comedy']
121467,Modao Zushi 3,The Founder of Diabolism: Final Season,12,24,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Supernatural']"
121475,San Jian Hao: Banmian Ren,,12,12,"['Action', 'Adventure', 'Fantasy']"
121477,Wo Zhen de Meiyong Mie?,,12,8,['Comedy']
121478,He Nüer de Richang,Grow Up with my Daughter,18,2,"['Comedy', 'Slice of Life']"
121479,He Nüer de Richang 2,Grow up with my Daughter Season 2,18,2,"['Comedy', 'Slice of Life']"
121500,Akabashi wa Ochita,The Red Bridge is falling down,1,8,['Psychological']
121514,Dali Si Rizhi 2,,12,,"['Action', 'Comedy', 'Fantasy']"
121527,Bingxiang Li De Qie,,1,9,"['Comedy', 'Slice of Life']"
121528,Zhen Hun Jie 2 Chongzhi Ban,,10,23,"['Action', 'Adventure', 'Drama', 'Supernatural']"
121531,Boku to Gaku: Ano Natsu no Monogatari,,1,42,['Drama']
121532,Konbini Shoujo Z,,4,17,['Hentai']
121536,Chiisana Koi no Monogatari: Chitchi to Sally Hatsukoi no Shiki,,1,71,"['Romance', 'Slice of Life']"
121567,Seizei Ganbare! Mahou Shoujo Kurumi 3,,25,4,"['Comedy', 'Mahou Shoujo']"
121592,Kamen Rider Zero-One: EVERYONE'S DAILY LIFE,,5,6,['Slice of Life']
121593,Mabushigariya,,1,4,[]
121645,Eternity: Shinya no Nurekoi Channel♡,,12,16,"['Hentai', 'Romance']"
121651,100 Banme no Saru,,1,20,[]
121652,Koe wo Kikasete,,1,40,['Drama']
121653,Kono Sora no Shita de,,1,42,['Drama']
121654,Yume no Tsuzuki,,1,40,['Drama']
121655,"Tanbai Haru, Tookaraji",,1,40,['Drama']
121656,Mushi Mushi Mura no Nakama-tachi: Minna Ii Toko Arun Da yo,,1,13,[]
121657,Hidamari no Ie,,1,42,['Drama']
121658,Namae... Sore wa Moeru Inochi,,1,20,['Drama']
121659,"Gomen ne, Mii-chan",,1,12,['Drama']
121660,Hikari Sasu Sora e,,1,32,['Drama']
121661,Inochi Kagayaku Akari,,1,48,['Drama']
121662,oreneko,,4,2,['Comedy']
121663,Youkai Watch: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,,1,90,"['Comedy', 'Drama', 'Supernatural']"
121664,DAICON IV Opening Animation,,1,6,"['Action', 'Adventure', 'Mecha', 'Music', 'Sci-Fi']"
121665,Tasukeai no Rekishi: Seimei Hoken no Hajimari,,1,25,[]
121667,Beer Mukashi Mukashi,,1,12,[]
121672,Neko no Rob,,10,1,['Slice of Life']
121675,Harinezumi,,1,4,[]
121676,Nasakenai kao de,,1,7,[]
121677,ZAP CAT,ZAP CAT,1,3,[]
121678,11:08,,1,2,['Slice of Life']
121679,Hanhua Riji 2,God Troubles Me 2,12,10,"['Comedy', 'Slice of Life', 'Supernatural']"
121681,World Witches Hasshin Shimasu!,World Witches Take Off!,12,14,"['Comedy', 'Sci-Fi']"
121684,Kyoshin to Hyouka no Shiro,,4,1,"['Drama', 'Mystery', 'Supernatural']"
121687,Mahou no Lumitear,,10,3,"['Fantasy', 'Mahou Shoujo']"
121689,Enoshimans,,10,3,['Comedy']
121690,Enoshimans: Kurage no Soudan,,3,3,['Comedy']
121707,Hiragana Danshi: Jo,,1,54,"['Adventure', 'Comedy', 'Fantasy']"
121714,Ohayou Ninja-tai Gatchaman,,475,1,['Comedy']
121717,Ohayou Hakushon Daimaou,,237,1,['Comedy']
121718,Asa da yo! Kaishain,,744,1,"['Comedy', 'Fantasy']"
121720,Deluxe da yo! Kaishain,Shellfish Employee,25,3,"['Comedy', 'Fantasy']"
121750,Fushigi Yuugi: Nakago Shikkari Shinasai!,,2,2,['Comedy']
121754,Show by Rock!!: Legend of Shingan Crimsonz,,3,1,"['Comedy', 'Music']"
121755,SHOW BY ROCK!!: Plasmagica na Gogo,,3,1,['Comedy']
121757,Geori-ui Mubeopja,,1,50,"['Action', 'Comedy']"
121780,Zhongguo Hao Gushi,,,,['Fantasy']
121796,Wareware no Heya,Echo Chamber,1,12,['Psychological']
121797,Ookami-san wa Taberaretai,,3,6,"['Hentai', 'Romance']"
121799,Anime Kapibara-san,Anime KAPIBARASAN,24,1,"['Adventure', 'Slice of Life']"
121802,Tanuki to Kitsune,,18,1,['Comedy']
121822,Sore Ike! Anpanman: Bokura wa Hero,,1,25,"['Comedy', 'Fantasy']"
121823,Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,,1,20,"['Comedy', 'Fantasy']"
121825,Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,,1,29,"['Comedy', 'Fantasy']"
121826,Sore Ike! Anpanman: Horrorman to Hora Horako,,1,20,"['Comedy', 'Fantasy']"
121828,Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,,2,41,"['Comedy', 'Fantasy']"
121829,Sore Ike! Anpanman: Anpanman to Oyakusoku,,2,40,"['Comedy', 'Fantasy']"
121830,Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi,,1,25,"['Adventure', 'Fantasy']"
121832,Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,,1,31,"['Comedy', 'Fantasy']"
121833,Sore Ike! Anpanman: Kirameke! Ice no Kuni no Vanilla-hime,Anpanman: Twinkle! Princess Vanilla of Ice Cream Land,1,62,"['Comedy', 'Fantasy']"
121835,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,,1,20,['Fantasy']
121837,Sore Ike! Anpanman: Gomira no Hoshi,,1,51,"['Comedy', 'Fantasy']"
121838,Sore Ike! Anpanman: Lyrical☆Magical Mahou no Gakkou,,1,60,"['Comedy', 'Fantasy']"
121840,Sore Ike! Anpanman: Hiya Hiya Hiyariko to Babu Babu Baikinman,,1,21,"['Comedy', 'Fantasy']"
121856,Xi Xing Ji: Zaijian Wu Kong,,1,65,"['Action', 'Adventure', 'Fantasy', 'Romance']"
121859,Hong Mao Lan Tu: Chuang Taikong,,11,11,"['Adventure', 'Comedy']"
121860,Hong Mao Lan Tu: Kaixin Yi Ke,,96,6,"['Adventure', 'Comedy']"
121861,Hong Mao Lan Tu: Konglong Shijie,,90,6,"['Adventure', 'Comedy']"
121867,Teiketsu Bolt,FASTENING,1,3,[]
121880,Ningen no Uta,,1,26,['Drama']
121881,Ningen no Uta Part 2,,1,30,['Drama']
121882,Mirai Kara no Message,,1,25,['Drama']
121885,Suijungenten​,Datum Point,1,6,['Psychological']
121888,Kaze wa Fuiteru ka?,,1,2,[]
121891,Ylion to Callysia,Ylion and Callysia,1,8,"['Action', 'Fantasy']"
121927,Hong Mao Lan Tu: Le Fan Tian,,66,11,"['Adventure', 'Comedy']"
121931,Hong Mao Lan Tu: Maoyan Kan Yuzhou,,100,5,"['Adventure', 'Comedy']"
121933,Hong Mao Lan Tu: Ni Wen Wo Da,,84,6,"['Adventure', 'Comedy']"
121935,Hong Mao Lan Tu: Shuimo Donghua,,42,15,['Adventure']
121956,Chen Feng Gui,Kin of the Stained Blade,1,10,"['Action', 'Drama', 'Fantasy']"
121960,100% Renewable Energy,,1,3,[]
121961,Ponkotsu Quest: Maou to Haken no Mamono-tachi,,,4,"['Adventure', 'Comedy', 'Fantasy']"
121962,Cardfight!! Vanguard: overDress,Cardfight!! Vanguard overDress,12,25,"['Action', 'Adventure']"
121963,Chou Bakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,Gigant Big-Shot Tsukasa,32,9,['Comedy']
121964,Ohanashi no Hana,Bloomed Words,1,2,['Slice of Life']
121965,Kokoroya,,1,25,['Drama']
121966,Megane,,1,2,[]
121967,ONED,Oned,1,1,['Music']
121968,This is My House,This Is My House,1,13,"['Comedy', 'Psychological']"
121969,Rasen no Qualia,DNA Qualia,1,6,"['Psychological', 'Sci-Fi']"
121975,Noroma na Jiji,,1,5,['Comedy']
121989,Alita de Shi Lian,,1,6,"['Action', 'Fantasy']"
121994,Alita de Shui Qian Gushi,A Bedtime Tale,1,18,"['Action', 'Fantasy']"
121998,Long Xin Shaonü,,,,"['Action', 'Fantasy']"
122029,Junkers Come Here: Pilot Film,,1,3,['Slice of Life']
122030,Kakkoyoku Naritai,,1,4,[]
122034,Yun Shen Ji,,,,['Adventure']
122037,Melty Land Nightmare,Melty Land Nightmare,1,4,[]
122039,Xi You Ji: Zai Shi Yao Wang,,1,95,"['Action', 'Fantasy']"
122041,Toaru Kagaku no Railgun T: Motto Marutto Railgun,,2,10,['Comedy']
122043,Huanji 45 Miao,,13,20,"['Action', 'Music', 'Sci-Fi']"
122044,Nyamen: Tenkai Daiichi Joshi Koukou Bunkasai Tokubetsu Eizou,,1,6,['Comedy']
122052,Kaizoku Oujo,Fena: Pirate Princess,12,24,"['Action', 'Adventure', 'Romance']"
122062,Chein Kuro-Nikuru!!,,12,1,['Comedy']
122137,Dogeza de Tanondemita,<DOGEZA>I Tried Asking While Kowtowing.,12,4,"['Comedy', 'Ecchi']"
122148,Yakunara Mug Cup Mo,Let's Make a Mug Too,12,15,"['Comedy', 'Slice of Life']"
122173,ID-0: Puchi Anime Gekijou (Quiz!! ID-0),,12,1,"['Comedy', 'Mecha', 'Sci-Fi']"
122183,Yonimo Kimyou na Man☆Gatarou,,8,9,['Comedy']
122184,Kujira no Yu,Bath House of Whales,1,7,['Slice of Life']
122187,VALHAIT RISING: Kandou e.,,1,3,"['Action', 'Adventure', 'Fantasy']"
122194,DOOPPEL!,,1,2,['Action']
122199,Kaa-chan no Tomodachi ni Shikotteru Tokoro Mirareta. THE ANIMATION,,1,28,['Hentai']
122201,Toshoshitsu no Kanojo: Seiso na Kimi ga Ochiru made THE ANIMATION,,6,19,['Hentai']
122205,Cinderella Girls Gekijou Specials,,2,3,"['Comedy', 'Music', 'Slice of Life']"
122206,Cinderella Girls Gekijou 2nd Season Specials,,3,3,"['Comedy', 'Music', 'Slice of Life']"
122207,Cinderella Girls Gekijou 3rd Season Specials,,3,3,"['Comedy', 'Music', 'Slice of Life']"
122208,Cinderella Girls Gekijou CLIMAX SEASON Specials,,3,3,"['Comedy', 'Music', 'Slice of Life']"
122238,Kyokou Uranai,,12,1,"['Fantasy', 'Supernatural']"
122241,Agukaru: PLAY WITH IBARAKI-hen,,21,7,"['Slice of Life', 'Supernatural']"
122247,Mabuta,,1,3,[]
122248,Tadaima! Chibigodzilla,"I'm home, Chibigodzilla",12,1,"['Comedy', 'Fantasy', 'Slice of Life']"
122249,Egao ni Dai Sekkin,,1,2,[]
122292,Yuuki Yuuna wa Yuusha de Aru: Dai-Mankai no Shou,Yuki Yuna is a Hero: The Great Mankai Chapter,12,24,"['Action', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Psychological']"
122322,Utau Soccer Panda Mifanda,,12,7,"['Music', 'Slice of Life']"
122331,Quanhuang: Juexing,,1,,"['Action', 'Adventure', 'Drama']"
122348,Mashiro no Oto,Those Snow White Notes,12,24,"['Drama', 'Music']"
122349,Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,My Hero Academia: Make It! Do-or-Die Survival Training,2,24,"['Action', 'Adventure', 'Comedy']"
122434,Heion Sedai no Idaten-tachi,The Idaten Deities Know Only Peace,11,23,"['Action', 'Adventure', 'Fantasy']"
122441,Peach Boy Riverside,Peach Boy Riverside,12,24,"['Adventure', 'Fantasy']"
122442,Knight of Erin,,4,17,['Hentai']
122497,Wan Sheng Jie 2,All Saints Street 2,12,5,"['Comedy', 'Fantasy', 'Slice of Life', 'Supernatural']"
122508,Biaoren,,15,,"['Action', 'Adventure', 'Drama']"
122509,Zhu Xian,Jade Dynasty,26,,"['Action', 'Adventure', 'Fantasy']"
122510,Xue Zhong Han Dao Xíng,,,,['Fantasy']
122511,Long Zu,,17,18,"['Action', 'Drama', 'Fantasy']"
122512,Xiaofang Yingxiong,,,,['Action']
122513,AWM Jixian Juji,,,,"['Action', 'Romance']"
122514,Hui Jing Shaonü,,,,['Action']
122516,Tianmei de Yaohen,,12,11,"['Drama', 'Romance', 'Supernatural']"
122517,Zhong Yue Zhan Ji,,,,['Sci-Fi']
122518,Xingji Jianhu,,,,['Sci-Fi']
122519,Wang Zhe Rongyao,,,,['Fantasy']
122520,Tian Huang,,80,8,"['Adventure', 'Fantasy']"
122521,Jueshi Wu Hun,,340,11,"['Adventure', 'Fantasy']"
122522,Huanmeng Shan Hai Yao,,15,,['Fantasy']
122523,Xia Ming Kezhan,,,,['Comedy']
122524,Xing Yuan Zhi Jing,,,,"['Action', 'Sci-Fi']"
122525,Mo Ji Bianxing,,,,['Action']
122526,Shen Cang,,,,"['Adventure', 'Fantasy']"
122527,Jueding,,26,,"['Action', 'Comedy']"
122529,Dian Dao,,,,[]
122530,Shui Tun Tang Guan,,20,,['Comedy']
122531,Hun Hou Richang,,24,,['Slice of Life']
122532,anger [PV EDIT],,1,3,[]
122533,Cleaning Switch,,1,3,[]
122534,Gift nor Art,,1,7,[]
122535,Houkiboshi,,1,3,[]
122536,Rick and Morty vs. Genocider,Rick and Morty vs. Genocider,1,9,"['Action', 'Adventure', 'Sci-Fi']"
122562,Daomu Biji: Qinling Shen Shu,The Buried Tree Devil,12,23,"['Adventure', 'Mystery', 'Supernatural']"
122571,Daihao: Chise,,,,['Sci-Fi']
122572,Buou Jingling,,,,"['Action', 'Fantasy', 'Mahou Shoujo']"
122575,STAND BY ME Doraemon 2,STAND BY ME Doraemon 2,1,96,"['Adventure', 'Comedy', 'Fantasy']"
122585,Wu Shan Wu Xing: Xi Chuan Huan Zi Lin,,4,35,"['Action', 'Drama', 'Fantasy']"
122630,Xi Xing Ji 3,,20,,"['Action', 'Adventure', 'Fantasy']"
122631,Yi Ren Zhi Xia 4,,12,23,"['Action', 'Drama', 'Mystery', 'Psychological', 'Supernatural']"
122632,Saikyo Kamizmode!,,52,13,['Action']
122639,Dou Po Cangqiong 4,,24,24,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Romance']"
122652,Xingchen Bian: Xichen Yao Hai,,12,,"['Action', 'Adventure', 'Fantasy', 'Romance']"
122654,Xue Ying Lingzhu 2,,22,19,"['Action', 'Adventure', 'Fantasy', 'Romance']"
122670,Wu Dong Qiankun 3,,12,25,"['Action', 'Adventure', 'Fantasy']"
122671,Quanzhi Fashi 5,,12,20,"['Action', 'Fantasy']"
122672,Huyao Xiao Hongniang: Mu Tiancheng,,12,19,"['Adventure', 'Fantasy', 'Romance', 'Supernatural']"
122675,Macross Δ: Gekijoban Delta Shougekijou,,1,5,['Comedy']
122678,Macross Δ: Pajama no Megami-tachi,,1,9,['Comedy']
122687,Chiruran: Nibun no Ichi OVA,,1,2,"['Action', 'Comedy']"
122688,Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 3 Part 1,JX Online 3: The Adventure of Shen Jianxin 3rd Season,12,20,"['Action', 'Adventure', 'Drama', 'Fantasy']"
122689,Wan Jie Xian Zong 4,,48,8,"['Action', 'Adventure', 'Fantasy', 'Romance']"
122690,Wan Jie Shenzhu 3,,208,9,"['Adventure', 'Fantasy']"
122691,Moshi Juexing: Suyuan,,13,23,"['Adventure', 'Sci-Fi']"
122694,Ibaragi-ken Senkyo Keihatsu Anime,,5,1,[]
122695,Lie Yang Tiandao 2,,1,67,"['Action', 'Fantasy']"
122735,Ham,Ham,1,4,['Psychological']
122736,Inori wa Karappo,Empty Prayer,1,4,['Psychological']
122738,Inochi Bakkari,It's Just Life,1,4,['Psychological']
122742,Love,Love,1,1,['Psychological']
122750,hand,hand,1,2,['Psychological']
122755,Komoriuta,,1,3,['Psychological']
122758,Hi☆sCoool! SeHa Girl: Dai-54-Kai Hanpa Jano! Zenryoku de Guu! Youshou Suru no wa Only You! Subete no Gakkou Gyouji o Kako ni Suru! SeHaGaga Gakuen Taiikusai,,1,15,['Comedy']
122761,Rakuhaku Food,,1,2,['Psychological']
122763,Hanatare Tengu,,1,2,['Psychological']
122807,Taisou Zamurai,The Gymnastics Samurai,11,23,"['Drama', 'Sports']"
122808,Princess Connect! Re:Dive Season 2,Princess Connect! Re:Dive Season 2,12,24,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
122839,Ushigaeru,,1,8,['Action']
122875,Sore wo Ai to Yobu Dake,,1,4,"['Drama', 'Romance']"
122922,DRIFTERS: Special edition,,1,41,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
122954,Ijirare: Fukushuu Saimin,,4,17,['Hentai']
122979,Muteki-kyuu*Believer,,1,4,[]
122980,Underdog,,1,102,['Drama']
122983,Mizube no tsudumi,,1,2,[]
122984,Mumyou no mon,,1,5,[]
123011,Senro wa Tsudzuku yo Dokomademo,I've Been Working on the Railroad,1,4,[]
123027,Wo de San Ti: Luo Ji Zhuan,,11,16,"['Drama', 'Sci-Fi']"
123028,Wo de San Ti: Zhang Beihai Zhuan,,9,,"['Drama', 'Sci-Fi']"
123056,"Animegataris: Yuku Toshi, Kuru Toshi",,1,3,"['Comedy', 'Slice of Life']"
123074,Yu☆Gi☆Oh! Duel Monsters ALEX,Yu-Gi-Oh! Capsule Monsters,12,23,['Adventure']
123077,Animegatari x Koukaku Kidoutai Collab Eizou,,1,2,"['Comedy', 'Slice of Life']"
123078,Animegatari x Shingeki no Kyojin Collab Eizou,,1,1,"['Comedy', 'Slice of Life']"
123079,Tales of the Rays: Everlasting Destiny,Tales of the Rays: Everlasting Destiny,1,15,['Fantasy']
123081,Otona nya Koi no Shikata ga Wakaranee!,,8,7,"['Hentai', 'Romance']"
123113,Zhuzhu Xia: Konglong Riji,,104,13,['Sci-Fi']
123115,Zhuzhu Xia: Jingsu Xiao Yingxiong,,104,15,['Sci-Fi']
123116,Zhuzhu Xia: Bukeseyi de Shijie,,1,85,"['Action', 'Fantasy', 'Sci-Fi']"
123119,Hulu Xiao Jingang,,6,18,"['Action', 'Adventure']"
123120,Hulu Xiongdi (Movie),,1,83,"['Action', 'Adventure']"
123139,Xin Hulu Xiongdi,,52,11,"['Action', 'Adventure']"
123144,Xiongmao He Xiao Yanshu,,52,10,['Comedy']
123146,Xingji Biaoche Wang,Galaxy Racers,52,22,"['Action', 'Sci-Fi', 'Sports']"
123147,Tianshu Qi Tan,,1,89,"['Adventure', 'Supernatural']"
123148,Hwasan Golae,,1,70,"['Horror', 'Thriller']"
123155,Mirai Harmony,,1,2,[]
123198,Xin Yu Gong Yu Shan,,1,83,['Adventure']
123284,MOVE TO THE FUTURE,,,3,"['Sci-Fi', 'Slice of Life']"
123330,Machikado Mazoku: 2-Choume,The Demon Girl Next Door Season 2,12,24,"['Comedy', 'Fantasy', 'Mahou Shoujo', 'Slice of Life']"
123347,Z Densetsu: Owari Naki Kakumei,,1,2,[]
123348,Zassou-kun,,1,3,[]
123349,Retronix Symphony Betsu Vector Version,,1,7,[]
123360,One → Shota ← One THE ANIMATION,,1,28,['Hentai']
123375,Hua Jianghu: Buliang Ren 4,,13,27,"['Adventure', 'Drama', 'Romance']"
123379,Jian Wang 3: Xia Gan Yi Dan Shen Jianxin - Chang Piao,,20,7,['Comedy']
123382,Ninjala Episode 0: Ninja-Gum Tanjou,Ninjala Episode 0: Ninja-Gum is Born,1,10,"['Sci-Fi', 'Supernatural']"
123383,White Blue,,4,25,['Hentai']
123394,Zhong Jia Ji Shen: Shen Jianglin,,1,110,"['Action', 'Mecha', 'Sci-Fi']"
123406,Yuusei,,1,3,"['Psychological', 'Slice of Life']"
123407,Tenetene,,1,2,"['Psychological', 'Slice of Life']"
123408,Gomi,,1,3,['Psychological']
123417,Xiang Shi Chuanshuo,,13,7,"['Fantasy', 'Slice of Life']"
123434,Kono Sekai no Tanoshimikata: Secret Story Film,,1,66,['Music']
123436,Kako ni Torawareteiru,Trapped in the Past,1,4,['Psychological']
123437,An Enormous Delta,,1,1,[]
123438,Ebe Pt01,,1,5,[]
123447,Xue Haizi,,1,20,['Fantasy']
123464,"Kanojo, Okarishimasu Collab Mini Animation",,3,2,['Comedy']
123474,Toutotsu ni Egypt Shin,"Oh, Suddenly Egyptian God",10,5,"['Comedy', 'Fantasy', 'Slice of Life', 'Supernatural']"
123476,Shin Tennis no Ouji-sama: Hyoutei vs Rikkai - Game of Future,The Prince of Tennis II Hyotei vs. Rikkai Game of Future OVAs,2,48,['Sports']
123490,Mr.Fixer,Mr.Fixer,1,4,"['Mystery', 'Psychological']"
123494,Sayonara Watashi no Cramer,"Farewell, My Dear Cramer",13,24,"['Drama', 'Sports']"
123612,Sakura Kakumei: Hanasaku Otome-tachi,,1,24,"['Action', 'Mecha']"
123638,Yoshinari You Gashuu Rakugaki-hen - Tezuka Osamu Characters,Art of Yoh Yoshinari: Rough Sketches - Tezuka Characters,1,3,[]
123645,Sayonara Watashi no Cramer: First Touch,"Farewell, My Dear Cramer: First Touch",1,104,"['Drama', 'Sports']"
123746,Hukakumei Zenya,,1,4,[]
123752,Shenmue the Animation,Shenmue the Animation,13,24,"['Action', 'Adventure', 'Drama']"
123769,Dokyuu Hentai HxEros OVA,,2,25,"['Action', 'Comedy', 'Ecchi', 'Romance', 'Supernatural']"
123778,Ninjala Cartoon Anime,Ninjala 2D Cartoon Anime,5,11,"['Action', 'Drama', 'Fantasy', 'Sci-Fi']"
123779,Kai Byoui Ramune,Dr. Ramune -Mysterious Disease Specialist-,12,24,"['Drama', 'Psychological', 'Supernatural']"
123785,Praeter no Kizu,Scar on the Praeter,13,24,"['Action', 'Fantasy', 'Sci-Fi']"
123802,Seijo no Maryoku wa Bannou desu,The Saint's Magic Power is Omnipotent,12,24,"['Fantasy', 'Romance', 'Slice of Life']"
123803,Munou na Nana: Mini Anime,,12,3,['Comedy']
123841,Zhonghua Chuangshi Zhu Shen Ji: Nüwa Bu Tian Lu,,1,,['Fantasy']
123845,Shikoyaka naru Toki mo Hameru Toki mo,,2,20,['Hentai']
123885,Rebirth: Virtual to no Souguu,,1,3,"['Comedy', 'Slice of Life']"
123886,Higashi Asia Bunka Toshi 2019 Toshima,,1,1,['Slice of Life']
123899,Ai no Utagoe wo Kikasete,Sing a Bit of Harmony,1,109,"['Music', 'Sci-Fi']"
123901,"Kanojo, Okarishimasu Petit",,12,1,['Comedy']
123903,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita Mini Anime,,4,2,['Romance']
123948,Sakugasaku,,1,4,[]
123952,Dazzling White Town,,1,10,[]
123994,Go Just Go!,,1,3,['Slice of Life']
123996,B.O.Y.,B.O.Y.,1,4,[]
123997,Annie,,1,4,[]
124014,No Guns Life Mini,,11,1,[]
124027,"Jikai Yokoku ""No Guns Life""",,23,1,[]
124028,Sore dake ga Neck,That is the Bottleneck,12,4,"['Comedy', 'Mystery']"
124032,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Legend of the Galactic Heroes: Die Neue These - Collision,12,25,"['Action', 'Drama', 'Fantasy', 'Sci-Fi']"
124055,DAYS OF WONDERLAND,Days of Wonderland,1,3,['Music']
124060,Baraou no Souretsu,Requiem of the Rose King,24,24,"['Action', 'Drama', 'Supernatural']"
124080,Horimiya,Horimiya,13,24,"['Comedy', 'Romance', 'Slice of Life']"
124082,Azur Lane Anime PVs,,,1,"['Action', 'Slice of Life']"
124114,Mulan: Hengkong Chushi,,1,98,"['Action', 'Adventure', 'Drama']"
124115,Girls und Panzer: Saishuushou 3,Girls und Panzer das Finale – Part 3,1,48,"['Action', 'Sports']"
124116,Fu Cang: Wujie Zhanzheng,,,,['Action']
124117,Linglong Shan,,,,['Fantasy']
124118,Denglong Dao,,,,"['Action', 'Drama', 'Supernatural']"
124131,Gekidol,Gekidol,12,23,"['Drama', 'Psychological', 'Sci-Fi']"
124132,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,,1,51,"['Drama', 'Fantasy', 'Slice of Life', 'Supernatural']"
124136,Otona no Bouguya-san II,Armor Shop for Ladies & Gentlemen II,12,10,"['Comedy', 'Ecchi', 'Fantasy']"
124138,"Maou-sama, Petit Retry!",,23,1,['Comedy']
124140,Sword Art Online: Progressive - Hoshinaki Yoru no Aria,Sword Art Online the Movie -Progressive- Aria of a Starless Night,1,97,"['Action', 'Adventure', 'Fantasy', 'Romance']"
124153,SK∞,SK8 the Infinity,12,24,"['Action', 'Drama', 'Sports']"
124194,Fruits Basket: The Final,Fruits Basket The Final Season,13,24,"['Comedy', 'Drama', 'Psychological', 'Romance', 'Slice of Life', 'Supernatural']"
124195,Hanma Baki,Baki Hanma,12,24,"['Action', 'Sports']"
124196,Prayer X,Prayer X,1,3,['Psychological']
124204,Ruguo Lishi Shi Yi Qun Miao 5,,13,7,['Comedy']
124223,Uma Musume: Pretty Derby Season 2,Umamusume: Pretty Derby Season 2,13,24,"['Drama', 'Slice of Life', 'Sports']"
124230,Shaonü Qianxian: Renxing Xiaojuchang 2,,12,6,"['Comedy', 'Sci-Fi']"
124243,Miao Qiansui de Chengnian Li,,7,2,['Adventure']
124337,Mahoutsukai no Yome: Gakuin-hen ,,1,3,"['Fantasy', 'Slice of Life']"
124338,Zhan Shuang Panini,Panini: Gray Raven,12,6,"['Action', 'Comedy']"
124339,Fatchi Baike,,12,6,['Comedy']
124340,Su Shen Xiaoren,My Little Invisible Being,12,5,['Comedy']
124341,Arad: Gyakuten no Wa,,16,24,"['Action', 'Adventure', 'Fantasy']"
124342,Jingju Mao: Bawang Zhe,,1,,"['Adventure', 'Fantasy']"
124343,Erlang Shen: Shenhai Jialong,,1,,['Fantasy']
124344,Xian Jian Qi Xia Zhuan: Huan Li Jing,,2,50,"['Action', 'Fantasy', 'Romance']"
124345,Hallelujah - Unmei no Sentaku,,1,,[]
124393,Free,,1,4,[]
